image,x1,y1,x2,y2
002-1-1-01-Z17_A-0000015.jpg,440,463,503,543
002-1-1-01-Z17_A-0000017.jpg,970,285,1155,855
002-1-1-01-Z17_A-0000017.jpg,312,406,412,522
002-1-1-01-Z17_A-0000017.jpg,442,464,502,544
002-1-1-01-Z17_A-0000019.jpg,955,330,1194,845
002-1-1-01-Z17_A-0000019.jpg,314,404,417,520
002-1-1-01-Z17_A-0000019.jpg,442,463,504,543
002-1-1-01-Z17_A-0000021.jpg,965,290,1155,857
002-1-1-01-Z17_A-0000021.jpg,288,400,411,497
002-1-1-01-Z17_A-0000023.jpg,983,302,1164,856
002-1-1-01-Z17_A-0000023.jpg,274,400,391,492
002-1-1-01-Z17_A-0000025.jpg,970,336,1188,853
002-1-1-01-Z17_A-0000025.jpg,251,397,391,589
002-1-1-01-Z17_A-0000027.jpg,980,296,1221,868
002-1-1-01-Z17_A-0000027.jpg,201,395,324,685
002-1-1-01-Z17_B-0000001.jpg,888,334,1137,932
002-1-1-01-Z17_B-0000001.jpg,1824,396,1917,497
002-1-1-01-Z17_B-0000003.jpg,1820,398,1919,497
002-1-1-01-Z17_B-0000003.jpg,890,347,1139,927
002-1-1-01-Z17_B-0000005.jpg,900,331,1148,927
002-1-1-01-Z17_B-0000005.jpg,1817,399,1919,499
002-1-1-01-Z17_B-0000007.jpg,944,371,1151,827
002-1-1-01-Z17_B-0000007.jpg,1805,402,1918,575
002-1-1-01-Z17_B-0000009.jpg,891,340,1141,928
002-1-1-01-Z17_B-0000009.jpg,1846,387,1920,499
002-1-1-01-Z17_B-0000011.jpg,882,333,1141,931
002-1-1-01-Z17_B-0000013.jpg,952,379,1163,880
002-1-1-01-Z17_B-0000013.jpg,1888,660,1920,734
002-1-1-01-Z17_B-0000015.jpg,878,329,1140,938
002-1-1-01-Z17_B-0000015.jpg,1887,660,1920,734
002-1-1-01-Z17_B-0000017.jpg,900,331,1145,929
002-1-1-01-Z17_B-0000017.jpg,1888,660,1920,735
002-1-1-01-Z17_B-0000019.jpg,946,363,1136,895
002-1-1-01-Z17_B-0000019.jpg,1888,660,1920,734
002-1-1-01-Z17_B-0000021.jpg,879,325,1134,929
002-1-1-01-Z17_B-0000021.jpg,1888,660,1920,734
002-1-1-01-Z17_B-0000023.jpg,892,347,1135,926
002-1-1-01-Z17_B-0000023.jpg,1888,661,1920,735
002-1-1-01-Z17_B-0000025.jpg,947,364,1148,907
002-1-1-01-Z17_B-0000025.jpg,1887,660,1919,734
002-1-1-01-Z17_B-0000027.jpg,912,329,1105,935
002-1-1-01-Z17_B-0000027.jpg,1814,389,1920,506
002-1-1-01-Z17_C-0000001.jpg,773,268,1111,921
002-1-1-01-Z17_C-0000003.jpg,755,279,1090,905
002-1-1-01-Z17_C-0000005.jpg,758,267,1098,923
002-1-1-01-Z17_C-0000007.jpg,818,299,1131,911
002-1-1-01-Z17_C-0000009.jpg,762,275,1087,909
002-1-1-01-Z17_C-0000011.jpg,759,269,1086,920
002-1-1-01-Z17_C-0000013.jpg,826,296,1115,900
002-1-1-01-Z17_C-0000015.jpg,758,268,1089,916
002-1-1-01-Z17_C-0000017.jpg,768,266,1107,916
002-1-1-01-Z17_C-0000019.jpg,787,288,1098,906
002-1-1-01-Z17_C-0000021.jpg,753,270,1098,918
002-1-1-01-Z17_C-0000023.jpg,745,283,1080,922
002-1-1-01-Z17_C-0000025.jpg,786,286,1095,911
002-1-1-01-Z17_C-0000027.jpg,719,264,1064,926
002-1-1-01-Z17_D-0000001.jpg,861,288,1049,911
002-1-1-01-Z17_D-0000003.jpg,846,299,1024,891
002-1-1-01-Z17_D-0000005.jpg,821,285,1025,900
002-1-1-01-Z17_D-0000007.jpg,774,341,1063,901
002-1-1-01-Z17_D-0000009.jpg,839,302,1013,909
002-1-1-01-Z17_D-0000011.jpg,839,288,1020,902
002-1-1-01-Z17_D-0000013.jpg,789,337,1046,916
002-1-1-01-Z17_D-0000015.jpg,842,286,1015,903
002-1-1-01-Z17_D-0000017.jpg,836,288,1019,903
002-1-1-01-Z17_D-0000019.jpg,791,336,1039,913
002-1-1-01-Z17_D-0000021.jpg,837,291,1020,902
002-1-1-01-Z17_D-0000023.jpg,825,305,1005,894
002-1-1-01-Z17_D-0000025.jpg,801,332,1028,913
002-1-1-01-Z17_D-0000027.jpg,778,296,1010,918
002-1-1-01-Z17_E-0000001.jpg,717,341,924,914
002-1-1-01-Z17_E-0000001.jpg,69,475,84,512
002-1-1-01-Z17_E-0000003.jpg,724,374,932,906
002-1-1-01-Z17_E-0000003.jpg,164,457,194,539
002-1-1-01-Z17_E-0000003.jpg,68,475,84,512
002-1-1-01-Z17_E-0000005.jpg,704,343,915,913
002-1-1-01-Z17_E-0000005.jpg,164,458,192,540
002-1-1-01-Z17_E-0000007.jpg,683,377,889,914
002-1-1-01-Z17_E-0000007.jpg,174,465,197,537
002-1-1-01-Z17_E-0000009.jpg,711,375,924,910
002-1-1-01-Z17_E-0000011.jpg,712,343,924,913
002-1-1-01-Z17_E-0000011.jpg,68,476,83,514
002-1-1-01-Z17_E-0000013.jpg,673,379,888,914
002-1-1-01-Z17_E-0000013.jpg,173,463,197,536
002-1-1-01-Z17_E-0000013.jpg,66,476,84,513
002-1-1-01-Z17_E-0000015.jpg,707,361,942,896
002-1-1-01-Z17_E-0000015.jpg,66,475,84,515
002-1-1-01-Z17_E-0000017.jpg,705,346,920,903
002-1-1-01-Z17_E-0000017.jpg,164,456,193,540
002-1-1-01-Z17_E-0000017.jpg,66,476,83,513
002-1-1-01-Z17_E-0000019.jpg,710,372,897,913
002-1-1-01-Z17_E-0000019.jpg,167,468,194,537
002-1-1-01-Z17_E-0000019.jpg,68,476,84,512
002-1-1-01-Z17_E-0000021.jpg,711,348,944,906
002-1-1-01-Z17_E-0000021.jpg,165,463,193,539
002-1-1-01-Z17_E-0000021.jpg,68,476,85,511
002-1-1-01-Z17_E-0000023.jpg,704,351,931,903
002-1-1-01-Z17_E-0000023.jpg,161,460,189,540
002-1-1-01-Z17_E-0000025.jpg,695,392,892,910
002-1-1-01-Z17_E-0000027.jpg,745,354,918,914
033-1-1-02-Z17_A-0000001.jpg,935,282,1107,873
033-1-1-02-Z17_A-0000001.jpg,399,422,514,680
033-1-1-02-Z17_A-0000003.jpg,931,287,1105,857
033-1-1-02-Z17_A-0000003.jpg,402,424,510,649
033-1-1-02-Z17_A-0000005.jpg,937,293,1142,864
033-1-1-02-Z17_A-0000005.jpg,401,423,511,625
033-1-1-02-Z17_A-0000007.jpg,944,284,1121,863
033-1-1-02-Z17_A-0000007.jpg,401,423,505,638
033-1-1-02-Z17_A-0000009.jpg,944,284,1116,868
033-1-1-02-Z17_A-0000009.jpg,401,424,493,638
033-1-1-02-Z17_A-0000011.jpg,933,298,1136,855
033-1-1-02-Z17_A-0000011.jpg,402,422,502,630
033-1-1-02-Z17_A-0000013.jpg,955,288,1114,852
033-1-1-02-Z17_A-0000013.jpg,400,427,479,603
033-1-1-02-Z17_A-0000015.jpg,953,294,1126,847
033-1-1-02-Z17_A-0000015.jpg,411,389,494,668
033-1-1-02-Z17_A-0000017.jpg,947,301,1150,839
033-1-1-02-Z17_A-0000017.jpg,434,422,512,574
033-1-1-02-Z17_A-0000019.jpg,955,289,1112,858
033-1-1-02-Z17_A-0000019.jpg,417,423,497,570
033-1-1-02-Z17_A-0000021.jpg,963,297,1137,846
033-1-1-02-Z17_A-0000021.jpg,399,428,484,606
033-1-1-02-Z17_A-0000023.jpg,957,289,1121,849
033-1-1-02-Z17_A-0000023.jpg,406,391,490,668
033-1-1-02-Z17_A-0000025.jpg,950,291,1157,852
033-1-1-02-Z17_A-0000025.jpg,404,421,506,668
033-1-1-02-Z17_A-0000027.jpg,968,294,1133,847
033-1-1-02-Z17_A-0000027.jpg,392,399,512,687
033-1-1-02-Z17_A-0000029.jpg,975,293,1136,845
033-1-1-02-Z17_A-0000029.jpg,408,411,498,681
033-1-1-02-Z17_A-0000031.jpg,965,296,1124,859
033-1-1-02-Z17_A-0000031.jpg,398,422,502,636
033-1-1-02-Z17_B-0000001.jpg,899,353,1102,926
033-1-1-02-Z17_B-0000003.jpg,918,347,1107,911
033-1-1-02-Z17_B-0000005.jpg,918,346,1124,895
033-1-1-02-Z17_B-0000007.jpg,889,355,1142,929
033-1-1-02-Z17_B-0000009.jpg,918,348,1105,922
033-1-1-02-Z17_B-0000011.jpg,924,347,1131,924
033-1-1-02-Z17_B-0000013.jpg,915,343,1111,942
033-1-1-02-Z17_B-0000015.jpg,918,347,1128,942
033-1-1-02-Z17_B-0000017.jpg,929,341,1135,899
033-1-1-02-Z17_B-0000019.jpg,930,336,1153,935
033-1-1-02-Z17_B-0000021.jpg,914,345,1176,921
033-1-1-02-Z17_B-0000023.jpg,936,335,1135,933
033-1-1-02-Z17_B-0000025.jpg,933,344,1150,915
033-1-1-02-Z17_B-0000027.jpg,926,346,1132,935
033-1-1-02-Z17_B-0000029.jpg,938,339,1140,911
033-1-1-02-Z17_B-0000031.jpg,942,339,1144,918
033-1-1-02-Z17_C-0000001.jpg,814,271,1098,918
033-1-1-02-Z17_C-0000003.jpg,818,272,1105,915
033-1-1-02-Z17_C-0000005.jpg,852,273,1129,897
033-1-1-02-Z17_C-0000007.jpg,788,268,1073,904
033-1-1-02-Z17_C-0000009.jpg,803,274,1099,914
033-1-1-02-Z17_C-0000011.jpg,840,265,1121,905
033-1-1-02-Z17_C-0000013.jpg,800,267,1096,917
033-1-1-02-Z17_C-0000015.jpg,790,271,1091,918
033-1-1-02-Z17_C-0000017.jpg,836,263,1122,914
033-1-1-02-Z17_C-0000019.jpg,826,272,1121,920
033-1-1-02-Z17_C-0000021.jpg,793,273,1095,922
033-1-1-02-Z17_C-0000023.jpg,813,271,1113,922
033-1-1-02-Z17_C-0000025.jpg,833,261,1122,921
033-1-1-02-Z17_C-0000027.jpg,796,267,1095,927
033-1-1-02-Z17_C-0000029.jpg,801,267,1102,931
033-1-1-02-Z17_C-0000031.jpg,808,273,1105,927
033-1-1-02-Z17_D-0000001.jpg,882,305,1059,913
033-1-1-02-Z17_D-0000003.jpg,884,307,1063,906
033-1-1-02-Z17_D-0000005.jpg,816,295,1083,912
033-1-1-02-Z17_D-0000007.jpg,869,305,1051,910
033-1-1-02-Z17_D-0000009.jpg,869,303,1044,914
033-1-1-02-Z17_D-0000011.jpg,806,296,1071,911
033-1-1-02-Z17_D-0000013.jpg,873,295,1042,904
033-1-1-02-Z17_D-0000015.jpg,850,296,1036,916
033-1-1-02-Z17_D-0000017.jpg,824,295,1065,909
033-1-1-02-Z17_D-0000019.jpg,868,302,1042,918
033-1-1-02-Z17_D-0000021.jpg,834,300,1043,884
033-1-1-02-Z17_D-0000023.jpg,864,292,1036,914
033-1-1-02-Z17_D-0000025.jpg,788,293,1050,918
033-1-1-02-Z17_D-0000027.jpg,848,299,1022,918
033-1-1-02-Z17_D-0000029.jpg,844,294,1022,917
033-1-1-02-Z17_D-0000031.jpg,858,297,1028,925
033-1-1-02-Z17_E-0000001.jpg,740,350,936,914
033-1-1-02-Z17_E-0000001.jpg,165,462,197,539
033-1-1-02-Z17_E-0000001.jpg,68,475,84,512
033-1-1-02-Z17_E-0000003.jpg,729,351,916,920
033-1-1-02-Z17_E-0000003.jpg,165,462,198,539
033-1-1-02-Z17_E-0000003.jpg,67,475,84,512
033-1-1-02-Z17_E-0000005.jpg,712,347,923,918
033-1-1-02-Z17_E-0000005.jpg,173,469,197,537
033-1-1-02-Z17_E-0000007.jpg,718,349,939,908
033-1-1-02-Z17_E-0000007.jpg,164,462,196,539
033-1-1-02-Z17_E-0000009.jpg,162,460,197,539
033-1-1-02-Z17_E-0000009.jpg,69,476,84,511
033-1-1-02-Z17_E-0000009.jpg,733,348,920,910
033-1-1-02-Z17_E-0000011.jpg,712,349,917,909
033-1-1-02-Z17_E-0000011.jpg,173,465,197,536
033-1-1-02-Z17_E-0000011.jpg,69,476,84,511
033-1-1-02-Z17_E-0000013.jpg,733,355,928,911
033-1-1-02-Z17_E-0000013.jpg,164,462,198,539
033-1-1-02-Z17_E-0000013.jpg,68,475,84,513
033-1-1-02-Z17_E-0000015.jpg,733,353,921,911
033-1-1-02-Z17_E-0000015.jpg,161,462,197,537
033-1-1-02-Z17_E-0000015.jpg,67,475,83,513
033-1-1-02-Z17_E-0000017.jpg,165,459,202,539
033-1-1-02-Z17_E-0000017.jpg,699,355,911,907
033-1-1-02-Z17_E-0000017.jpg,67,475,83,512
033-1-1-02-Z17_E-0000019.jpg,167,461,201,539
033-1-1-02-Z17_E-0000019.jpg,702,354,912,915
033-1-1-02-Z17_E-0000019.jpg,66,475,83,514
033-1-1-02-Z17_E-0000021.jpg,707,360,923,912
033-1-1-02-Z17_E-0000021.jpg,165,460,194,537
033-1-1-02-Z17_E-0000021.jpg,66,476,84,516
033-1-1-02-Z17_E-0000023.jpg,705,354,897,904
033-1-1-02-Z17_E-0000023.jpg,164,462,199,539
033-1-1-02-Z17_E-0000023.jpg,68,478,83,510
033-1-1-02-Z17_E-0000025.jpg,697,356,898,903
033-1-1-02-Z17_E-0000025.jpg,173,465,197,536
033-1-1-02-Z17_E-0000025.jpg,68,476,84,511
033-1-1-02-Z17_E-0000027.jpg,721,356,908,893
033-1-1-02-Z17_E-0000027.jpg,163,462,198,538
033-1-1-02-Z17_E-0000027.jpg,68,476,83,512
033-1-1-02-Z17_E-0000029.jpg,702,351,897,903
033-1-1-02-Z17_E-0000029.jpg,163,461,197,537
033-1-1-02-Z17_E-0000031.jpg,705,351,887,914
033-1-1-02-Z17_E-0000031.jpg,166,460,200,538
033-1-1-02-Z17_E-0000031.jpg,66,475,84,513
034-1-1-02-Z17_A-0000001.jpg,961,293,1126,861
034-1-1-02-Z17_A-0000001.jpg,409,376,503,684
034-1-1-02-Z17_A-0000003.jpg,958,323,1146,850
034-1-1-02-Z17_A-0000003.jpg,415,420,501,546
034-1-1-02-Z17_A-0000005.jpg,974,303,1139,842
034-1-1-02-Z17_A-0000005.jpg,411,418,493,545
034-1-1-02-Z17_A-0000007.jpg,987,325,1163,851
034-1-1-02-Z17_A-0000009.jpg,974,321,1149,854
034-1-1-02-Z17_A-0000011.jpg,981,301,1156,854
034-1-1-02-Z17_A-0000013.jpg,990,340,1171,842
034-1-1-02-Z17_A-0000013.jpg,419,422,490,543
034-1-1-02-Z17_A-0000015.jpg,994,309,1160,848
034-1-1-02-Z17_A-0000015.jpg,414,420,490,543
034-1-1-02-Z17_A-0000017.jpg,992,320,1162,847
034-1-1-02-Z17_A-0000017.jpg,410,411,490,676
034-1-1-02-Z17_A-0000019.jpg,1000,312,1175,856
034-1-1-02-Z17_A-0000019.jpg,419,421,493,542
034-1-1-02-Z17_A-0000021.jpg,1001,311,1176,848
034-1-1-02-Z17_A-0000021.jpg,415,419,491,544
034-1-1-02-Z17_A-0000023.jpg,1001,328,1175,831
034-1-1-02-Z17_A-0000023.jpg,419,421,491,542
034-1-1-02-Z17_A-0000025.jpg,1011,307,1176,844
034-1-1-02-Z17_A-0000025.jpg,410,403,492,677
034-1-1-02-Z17_A-0000027.jpg,1000,310,1171,839
034-1-1-02-Z17_A-0000027.jpg,410,415,494,673
034-1-1-02-Z17_B-0000001.jpg,956,344,1156,926
034-1-1-02-Z17_B-0000003.jpg,959,364,1177,874
034-1-1-02-Z17_B-0000005.jpg,950,344,1158,930
034-1-1-02-Z17_B-0000005.jpg,1847,655,1918,728
034-1-1-02-Z17_B-0000007.jpg,955,347,1163,942
034-1-1-02-Z17_B-0000009.jpg,966,359,1180,924
034-1-1-02-Z17_B-0000009.jpg,1868,657,1920,739
034-1-1-02-Z17_B-0000011.jpg,959,339,1174,935
034-1-1-02-Z17_B-0000013.jpg,955,360,1194,948
034-1-1-02-Z17_B-0000015.jpg,974,349,1179,944
034-1-1-02-Z17_B-0000017.jpg,974,354,1193,933
034-1-1-02-Z17_B-0000019.jpg,959,342,1188,946
034-1-1-02-Z17_B-0000021.jpg,972,339,1176,948
034-1-1-02-Z17_B-0000023.jpg,979,355,1206,905
034-1-1-02-Z17_B-0000025.jpg,973,334,1186,946
034-1-1-02-Z17_B-0000027.jpg,970,338,1180,947
034-1-1-02-Z17_C-0000001.jpg,834,263,1121,926
034-1-1-02-Z17_C-0000003.jpg,844,287,1137,923
034-1-1-02-Z17_C-0000005.jpg,816,269,1114,927
034-1-1-02-Z17_C-0000007.jpg,799,274,1099,928
034-1-1-02-Z17_C-0000009.jpg,832,280,1132,918
034-1-1-02-Z17_C-0000011.jpg,814,264,1115,939
034-1-1-02-Z17_C-0000013.jpg,781,292,1089,929
034-1-1-02-Z17_C-0000015.jpg,805,266,1117,935
034-1-1-02-Z17_C-0000017.jpg,832,272,1128,923
034-1-1-02-Z17_C-0000019.jpg,785,268,1095,935
034-1-1-02-Z17_C-0000021.jpg,797,260,1101,945
034-1-1-02-Z17_C-0000023.jpg,830,280,1137,930
034-1-1-02-Z17_C-0000025.jpg,801,256,1103,943
034-1-1-02-Z17_C-0000027.jpg,793,265,1099,946
034-1-1-02-Z17_D-0000001.jpg,856,285,1036,921
034-1-1-02-Z17_D-0000003.jpg,793,317,1048,919
034-1-1-02-Z17_D-0000005.jpg,834,298,1019,924
034-1-1-02-Z17_D-0000007.jpg,808,312,1014,909
034-1-1-02-Z17_D-0000009.jpg,789,303,1023,917
034-1-1-02-Z17_D-0000011.jpg,825,296,1015,921
034-1-1-02-Z17_D-0000013.jpg,794,322,1001,874
034-1-1-02-Z17_D-0000015.jpg,814,293,1004,924
034-1-1-02-Z17_D-0000017.jpg,768,303,1010,910
034-1-1-02-Z17_D-0000019.jpg,799,305,988,907
034-1-1-02-Z17_D-0000021.jpg,792,296,987,915
034-1-1-02-Z17_D-0000023.jpg,754,314,1007,925
034-1-1-02-Z17_D-0000025.jpg,795,292,980,921
034-1-1-02-Z17_D-0000027.jpg,792,301,988,908
034-1-1-02-Z17_E-0000001.jpg,687,360,863,901
034-1-1-02-Z17_E-0000001.jpg,166,459,201,539
034-1-1-02-Z17_E-0000001.jpg,70,477,84,511
034-1-1-02-Z17_E-0000003.jpg,675,378,870,903
034-1-1-02-Z17_E-0000003.jpg,173,463,202,536
034-1-1-02-Z17_E-0000003.jpg,68,477,84,511
034-1-1-02-Z17_E-0000005.jpg,691,366,870,903
034-1-1-02-Z17_E-0000005.jpg,165,460,202,539
034-1-1-02-Z17_E-0000007.jpg,696,373,865,908
034-1-1-02-Z17_E-0000007.jpg,161,458,198,538
034-1-1-02-Z17_E-0000007.jpg,68,476,84,512
034-1-1-02-Z17_E-0000009.jpg,681,392,872,902
034-1-1-02-Z17_E-0000009.jpg,167,461,203,538
034-1-1-02-Z17_E-0000011.jpg,681,359,872,897
034-1-1-02-Z17_E-0000011.jpg,168,461,199,538
034-1-1-02-Z17_E-0000013.jpg,66,474,84,514
034-1-1-02-Z17_E-0000013.jpg,159,462,198,539
034-1-1-02-Z17_E-0000013.jpg,692,387,879,903
034-1-1-02-Z17_E-0000015.jpg,673,368,855,902
034-1-1-02-Z17_E-0000015.jpg,165,460,199,539
034-1-1-02-Z17_E-0000015.jpg,66,474,84,515
034-1-1-02-Z17_E-0000017.jpg,665,371,872,897
034-1-1-02-Z17_E-0000017.jpg,171,462,202,537
034-1-1-02-Z17_E-0000019.jpg,163,460,198,539
034-1-1-02-Z17_E-0000019.jpg,69,477,83,510
034-1-1-02-Z17_E-0000019.jpg,688,376,878,888
034-1-1-02-Z17_E-0000021.jpg,675,368,855,889
034-1-1-02-Z17_E-0000021.jpg,162,458,197,538
034-1-1-02-Z17_E-0000021.jpg,69,475,84,512
034-1-1-02-Z17_E-0000023.jpg,652,380,863,890
034-1-1-02-Z17_E-0000023.jpg,171,464,202,537
034-1-1-02-Z17_E-0000023.jpg,68,478,83,511
034-1-1-02-Z17_E-0000025.jpg,674,366,857,903
034-1-1-02-Z17_E-0000025.jpg,164,460,199,539
034-1-1-02-Z17_E-0000025.jpg,68,477,83,511
034-1-1-02-Z17_E-0000027.jpg,680,363,859,893
034-1-1-02-Z17_E-0000027.jpg,160,459,197,535
034-1-1-02-Z17_E-0000027.jpg,68,475,85,512
049-1-1-03-Z17_A-0000001.jpg,935,285,1086,866
049-1-1-03-Z17_A-0000001.jpg,528,408,639,509
049-1-1-03-Z17_A-0000001.jpg,442,463,502,540
049-1-1-03-Z17_A-0000001.jpg,357,418,434,688
049-1-1-03-Z17_A-0000003.jpg,943,285,1083,855
049-1-1-03-Z17_A-0000003.jpg,528,408,640,497
049-1-1-03-Z17_A-0000003.jpg,357,420,434,693
049-1-1-03-Z17_A-0000003.jpg,437,464,494,538
049-1-1-03-Z17_A-0000005.jpg,934,537,1168,863
049-1-1-03-Z17_A-0000005.jpg,528,408,641,503
049-1-1-03-Z17_A-0000005.jpg,441,463,503,540
049-1-1-03-Z17_A-0000005.jpg,354,414,437,700
049-1-1-03-Z17_A-0000007.jpg,725,730,1192,893
049-1-1-03-Z17_A-0000007.jpg,442,463,501,539
049-1-1-03-Z17_A-0000007.jpg,354,412,436,701
049-1-1-03-Z17_A-0000007.jpg,516,408,645,656
049-1-1-03-Z17_A-0000009.jpg,927,569,1164,865
049-1-1-03-Z17_A-0000009.jpg,527,408,642,500
049-1-1-03-Z17_A-0000009.jpg,354,410,437,702
049-1-1-03-Z17_A-0000009.jpg,439,464,499,540
049-1-1-03-Z17_A-0000011.jpg,942,320,1139,867
049-1-1-03-Z17_A-0000011.jpg,527,408,641,502
049-1-1-03-Z17_A-0000011.jpg,357,418,438,691
